"","facility_id","common_name","address","zip_code","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","geom"
"710",702,"Fire Station #2","1340 Powell St",94133,"Own",38,"Fire Department",16920,-122.409879161,37.797034113,"POINT (-122.40987916099999 37.797034112999995)"
"711",478,"Christopher Clubhouse","5210 Diamond Heights Blvd",94131,"Own",49,"Recreation And Parks",2337,-122.440233045,37.743986323,"POINT (-122.44023304500001 37.743986323)"
"712",651,"Excelsior Branch Library","4400 Mission St",94112,"Own",48,"Public Library",8302,-122.43331541,37.727130521,"POINT (-122.43331540999998 37.72713052099999)"
"713",1978,"Pier 70 - Pier 68 - Office/Warehouse Bldg.- Bldg #111","590 20TH ST",94107,"Own",46,"Port",41500,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"714",2092,"Washington/Hyde Maint Facility","1464 Washington St",94109,"Own",49,"Recreation And Parks",6392,-122.417414086,37.794096579,"POINT (-122.41741408600001 37.794096578999984)"
"715",1629,"St Mary's BF Maintenance Shed","95 Justin Dr",94110,"Own",49,"Recreation And Parks",1200,-122.420658026,37.733669798,"POINT (-122.42065802600001 37.733669797999994)"
"716",1651,"Stern Grove Restrooms","2899 19th Ave",94132,"Own",49,"Recreation And Parks",1440,-122.478209845,37.736196077,"POINT (-122.47820984499998 37.73619607699999)"
"717",1033,"Lower Great Hwy Taraval Bathrooms","Great Hwy & Taraval St",94122,"Own",49,"Recreation And Parks",1972,-122.507084158,37.741444609,"POINT (-122.507084158 37.741444608999984)"
"718",1927,"Pier 43 1/2 - Red & White Tours","The Embarcadero",94133,"Own",46,"Port",425,-122.414349185,37.809228661,"POINT (-122.41434918499999 37.80922866100002)"
"719",2020,"Pier 90 - Maintenance Bldg","Cargo Way",94124,"Own",46,"Port",1260,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"720",693,"Fire Station #11","3880 26th St",94131,"Own",38,"Fire Department",14000,-122.426485507,37.748782317,"POINT (-122.426485507 37.74878231700001)"
"721",947,"John Yehall Chin Elementary","350 Broadway",94133,"Own",16,"School District (Sfusd)",23100,-122.403217477,37.798610994,"POINT (-122.403217477 37.798610994)"
"722",201,"Bryant Substation - Overhead Power Control","2502 Alameda St",94103,"Own",42,"Municipal Transportation Agency",48000,-122.409889269,37.768552786,"POINT (-122.40988926900002 37.76855278599999)"
"723",1805,"Urban Forestry Center","Overlook Dr & Middle West Dr",94117,"Own",49,"Recreation And Parks",1200,-122.48108143,37.769212688,"POINT (-122.48108143000002 37.76921268799998)"
"724",19,"Human Services Agency (HSA) Headquarters","170 Otis St",94103,"Own",52,"Human Services Agency",171385,-122.421012664,37.770731742,"POINT (-122.42101266399999 37.77073174200001)"
"725",1177,"Murphy Windmill","2100 Martin Luther King Jr Dr",94117,"Own",49,"Recreation And Parks",2640,-122.508689815,37.764979931,"POINT (-122.50868981500003 37.76497993100003)"
"726",1749,"Tenderloin Rec Center","570 Ellis St",94102,"Own",49,"Recreation And Parks",10408,-122.415443579,37.784808871,"POINT (-122.415443579 37.784808870999996)"
"727",1931,"Pier 47 - Scoma Storage Bldg","The Embarcadero",94133,"Own",46,"Port",1247,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"728",1025,"LOMBARD STREET GARAGE","2055 Lombard St",94123,"Own",42,"Municipal Transportation Agency",85000,-122.435154353,37.799691568,"POINT (-122.43515435299997 37.799691568000014)"
"729",1717,"SWL 303 - Cal Shell Fish","420 Jefferson St",94133,"Own",46,"Port",4885,-122.420116284,37.808053161,"POINT (-122.42011628400002 37.808053160999975)"
"730",1297,"Pier 96 - Recycling/LASH Terminal","1000 Amador St",94124,"Own",46,"Port",186604,-122.377797369,37.743831172,"POINT (-122.377797369 37.743831172)"
"731",3042,"Carl Substation","823 CLAYTON ST",94117,"Own",42,"Municipal Transportation Agency",3750,-122.448073267,37.766519012,"POINT (-122.44807326699998 37.766519012)"
"732",940,"Jerry Garcia Amphitheatre Restroom","61 John F Shelley Dr",94112,"Own",49,"Recreation And Parks",900,-122.416908108,37.720889302,"POINT (-122.41690810799997 37.72088930199999)"
"733",1064,"Martin Luther King Jr Pool","5701 03rd St",94124,"Own",49,"Recreation And Parks",23851,-122.393720426,37.725533167,"POINT (-122.39372042600002 37.72553316699998)"
"734",1869,"Willie Woo Woo Wong Clubhouse","850 Sacramento St",94108,"Own",49,"Recreation And Parks",600,-122.407152291,37.793676664,"POINT (-122.40715229099999 37.793676663999975)"
"735",136,"Argonne CDC","750 16th Ave",94118,"Own",16,"School District (Sfusd)",2500,-122.474056963,37.773969511,"POINT (-122.47405696300001 37.77396951100002)"
"736",701,"Fire Station #19","390 Buckingham Way",94132,"Own",38,"Fire Department",11500,-122.478902898,37.727811615,"POINT (-122.478902898 37.72781161500001)"
"737",468,"Chinatown Public Health Center","1490 Mason St",94133,"Own",72,"Public Health",22500,-122.411645548,37.797159146,"POINT (-122.41164554800002 37.79715914600001)"
"738",3022,"Urban Forestry Office Trailer 2","2323 Cesar Chavez St",94124,"Own",77,"Public Works",1224,-122.400399438,37.749048585,"POINT (-122.40039943800002 37.749048585000025)"
"739",892,"Hyde Street Pier - Storage Buildings (3)","2905 Hyde St",94109,"Own",46,"Port",2000,-122.420888694,37.808569471,"POINT (-122.42088869399998 37.808569471)"
"740",887,"HUNTINGTON PARK: RESTROOM","California St & Taylor St",94108,"Own",49,"Recreation And Parks",308,-122.412287236,37.79206494,"POINT (-122.412287236 37.79206493999999)"
"741",1710,"SWL 302 Coast Marine Supply Mat. Storage Bldg","398 Jefferson St",94133,"Own",46,"Port",20915,-122.418529639,37.808530178,"POINT (-122.41852963899998 37.80853017800001)"
"742",871,"Hilltop Park Bathrooms","2 Willie B Kennedy Dr",94124,"Own",49,"Recreation And Parks",442,-122.382554262,37.733070578,"POINT (-122.38255426199999 37.733070578000024)"
"743",124,"Anglers Lodge Maint Bldg","1232 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",1130,-122.497369057,37.768018436,"POINT (-122.49736905700001 37.76801843599998)"
"744",1966,"Pier 70 - Pier 68 - Boiler/Steam Power House - #103","590 20TH ST",94107,"Own",46,"Port",1860,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"745",1748,"Tenderloin Elementary","627 Turk St",94102,"Own",16,"School District (Sfusd)",61569,-122.419950518,37.781854504,"POINT (-122.41995051800001 37.78185450400002)"
"746",1332,"Potrero Hill Rec Center","801 Arkansas St",94107,"Own",49,"Recreation And Parks",23460,-122.397443117,37.756162625,"POINT (-122.39744311700002 37.756162625)"
"747",2,"Hamilton Family Residence","260 Golden Gate Ave",94102,"Own",45,"Police Department",50000,-122.414973899,37.782010681,"POINT (-122.41497389900002 37.782010680999974)"
"748",1972,"Pier 70 - Pier 68 - Machine Shop - Bldg. #105","590 20TH ST",94107,"Own",46,"Port",20111,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"749",729,"Fire Station #5 - Division 2 Headquarters","1301 Turk St",94115,"Own",38,"Fire Department",12600,-122.43073468,37.780515374,"POINT (-122.43073468 37.780515374000004)"
"750",879,"HSA Medi-Cal Headquarters","1440 Harrison St",94103,"Own",52,"Human Services Agency",56788,-122.412203675,37.771333708,"POINT (-122.412203675 37.771333707999986)"
"751",1285,"Pier 24 1/2 -Bulkhead/Shed Building","The Embarcadero",94105,"Own",46,"Port",28000,-122.387741294,37.789450468,"POINT (-122.38774129400002 37.789450467999984)"
"752",1290,"Pier 27 - Office Annex","The Embarcadero",94111,"Own",46,"Port",3552,-122.402057689,37.805238454,"POINT (-122.402057689 37.805238454000005)"
"753",1346,"Wholesale Produce Market - North Bldg N","1900 Jerrold Ave",94124,"Own",63,"Gsa - Real Estate Division",50600,-122.395576337,37.742897067,"POINT (-122.39557633700002 37.742897067)"
"754",1415,"Roofing Shop","100 Martin Luther King Dr",94117,"Own",49,"Recreation And Parks",1860,-122.462115897,37.768825593,"POINT (-122.46211589699999 37.768825592999974)"
"755",188,"Bill Graham Civic Auditorium","99 Grove St",94102,"Own",63,"Gsa - Real Estate Division",113437,-122.417316473,37.77808301,"POINT (-122.41731647300003 37.77808300999999)"
"756",641,"Epic Roasthouse","369 The Embarcadero",94105,"Own",46,"Port",9000,-122.389370451,37.790828946,"POINT (-122.38937045099999 37.790828945999976)"
"757",515,"Conservatory Greenhouse 2","100 John F Kennedy Dr",94117,"Own",49,"Recreation And Parks",1475,-122.460159737,37.773053053,"POINT (-122.46015973700003 37.77305305300001)"
"758",716,"Fire Station #34","499 41st Ave",94121,"Own",38,"Fire Department",4400,-122.502619095,37.779438629,"POINT (-122.502619095 37.779438629000026)"
"759",698,"Fire Station #16","2251 Greenwich St",94123,"Own",38,"Fire Department",14000,-122.436720291,37.798581854,"POINT (-122.43672029099997 37.79858185400002)"
"760",1258,"PHELAN LOOP   SFMTA Operator Bathroom","7 Phelan Ave",94112,"Own",42,"Municipal Transportation Agency",75,-122.452524993,37.72357825,"POINT (-122.452524993 37.72357825)"
"761",1918,"Pier 39 1/2 Marginal Wharf","2 Beach St",94133,"Own",46,"Port",9068,-122.410837299,37.808790912,"POINT (-122.41083729899998 37.808790912000006)"
"762",928,"Japanese Tea Garden Entry Kiosk","75 Hagiwara Tea Garden Dr",94117,"Own",49,"Recreation And Parks",64,-122.470008256,37.769824092,"POINT (-122.47000825600003 37.76982409200002)"
"763",153,"Balboa High","1126 Cayuga Ave",94112,"Own",16,"School District (Sfusd)",261700,-122.440800363,37.722170716,"POINT (-122.440800363 37.722170715999994)"
"764",987,"Laguna Honda - South Residence","375 Laguna Honda Blvd",94116,"Own",72,"Public Health",156993,-122.455860606,37.748824948,"POINT (-122.45586060599999 37.74882494799999)"
"765",1968,"Pier 70 - Pier 68 - Cable/Electric Shop - Bldg.#38","590 20TH ST",94107,"Own",46,"Port",30546,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"766",1979,"Pier 70 - Pier 68 - Ops. Bldg #102","590 20TH ST",94107,"Own",46,"Port",8428,-122.385952312,37.762030099,"POINT (-122.38595231199997 37.762030099000015)"
"767",958,"Junipero Serra Clubhouse","300 Stonecrest Dr",94132,"Own",49,"Recreation And Parks",1578,-122.474091874,37.725108588,"POINT (-122.47409187400001 37.72510858800001)"
"768",1055,"Marina Green Bathrooms West","800 Marina Blvd",94123,"Own",49,"Recreation And Parks",500,-122.447430863,37.805844132,"POINT (-122.44743086300002 37.805844132000004)"
"769",1487,"SFDPH Central Administrative Office","101 Grove St",94102,"Own",72,"Public Health",104000,-122.418652525,37.778128337,"POINT (-122.41865252500003 37.778128337)"
"770",1772,"Thurgood Marshall High","45 Conkling St",94124,"Own",16,"School District (Sfusd)",149796,-122.40146509,37.735731535,"POINT (-122.40146508999999 37.73573153500001)"
"771",632,"Ella Hill Hutch Community Center","1050 McAllister St",94115,"Own",63,"Gsa - Real Estate Division",20821,-122.429093444,37.779314586,"POINT (-122.42909344399999 37.779314586)"
"772",1485,"SF Public Montessori Elementary","2340 Jackson St",94115,"Own",16,"School District (Sfusd)",64500,-122.433438256,37.79280502,"POINT (-122.43343825599999 37.79280502)"
"773",1579,"Sharon Arts Studio","320 Bowling Green Dr",94117,"Own",49,"Recreation And Parks",11376,-122.458991755,37.768617581,"POINT (-122.458991755 37.768617581)"
"774",658,"Fac. 278 Agriculture Bldg Substructure","San Francisco Ferry Bldg",94105,"Own",46,"Port",38000,-122.393338572,37.795553433,"POINT (-122.393338572 37.79555343300001)"
"775",942,"Joe Dimaggio Clubhouse","651 Lombard St",94133,"Own",49,"Recreation And Parks",3813,-122.412123091,37.802782238,"POINT (-122.41212309100001 37.80278223800002)"
"776",1712,"SWL 302 D&G Co. d.b.a. Lou Blues","300 Jefferson St",94133,"Own",46,"Port",3684,-122.417909004,37.808118977,"POINT (-122.41790900400002 37.80811897699999)"
"777",1589,"Sherman Elementary","1651 Union St",94123,"Own",16,"School District (Sfusd)",56200,-122.426117967,37.797801594,"POINT (-122.42611796699998 37.79780159400002)"
"778",836,"Hamilton Community Pool","1900 Geary Blvd",94115,"Own",49,"Recreation And Parks",25209,-122.435489225,37.7845575,"POINT (-122.43548922500003 37.784557500000005)"
"779",927,"Japanese Tea Garden (gardener shack)","75 Hagiwara Tea Garden Dr",94118,"Own",49,"Recreation And Parks",120,-122.469858109,37.770024677,"POINT (-122.46985810899997 37.77002467699998)"
"780",921,"Japan Center Parking Garage","1610 Geary Blvd",94115,"Own",42,"Municipal Transportation Agency",237566,-122.43038642,37.784936722,"POINT (-122.43038641999999 37.784936722)"
"781",120,"Alvarado Elementary","625 Douglass St",94114,"Own",16,"School District (Sfusd)",51700,-122.438585765,37.753750704,"POINT (-122.43858576500003 37.753750704000026)"
"782",2006,"Pier 70 - SWL 349 SF Shipyard Training Bldg 117","420 22nd St",94107,"Own",46,"Port",30940,-122.38300092,37.760392021,"POINT (-122.38300091999997 37.76039202099997)"
